title,link,excerpt,published_at,funding_round,money_raised,Company,money_raised_float,linkedin_link,Company_at_Linkedin,CompanyName,Specialties,Industry,Website,Location,CompanySize,Description,Founded,Also-viewed,zip_code,City,address_check,Country,State,latitude,longitude,Industry_consolidated,spc_Food Business,spc_Education,spc_Financial Services,spc_Healthcare_health,spc_Human Resources,spc_Logistics and Supply Chain,spc_Entertainment,spc_Computer & Network Security & Hardware,spc_Real_estate,spc_Marketing and Advertising,spc_commerce,spc_mobile,spc_app,spc_analysis,spc_developer,spc_security,spc_social,spc_ds,spc_travel,spc_booking_ticketing,spc_Apparel,spc_cloud,spc_API,spc_device,spc_design,spc_enterprise,spc_product,spc_robotics_manufacturing,spc_total
Khosla And RRE Lead $16.2 Million Series C In Xobni,https://techcrunch.com/2010/04/15/khosla-and-rre-lead-16-2-million-series-c-in-xobni/,"Xobni, a social Microsoft Outlook plugin, has just raised $16.2 million in funding from Khosla Ventures and RRE Ventures, with Baseline Ventures, Atomico Ventures, First Round Capital, BlackBerry Part...",4/15/2010,Series C,$16.2 M,Xobni,16.2,https://www.linkedin.com/company/xobni,xobni,Xobni,"Relationship management, Email and contact search, Email organizer, Gmail extension, Android app, iPhone App, Microsoft Outlook, BlackBerry address book, Contact search",Computer Software,http://www.xobni.com,"539 Bryant Street Suite 402 San Francisco, California 94107 United States",Nov-50,"Xobni makes your inbox and address book smarter.  Xobni, and its Smartr product suite, discover all the people you've ever emailed, called or SMS'd, and instantly access a full view of each contact, complete with their photo, job title, company details, email history as well as updates from LinkedIn, Facebook, and Twitter.  You can download Smartr for Gmail, Android or iPhone; and Xobni for Outlook and BlackBerry - or connect them all with Xobni Pro.",2006.0,"{'AdRise, Inc': 'https://www.linkedin.com/company/adrise-inc', 'Jut, Inc.': 'https://www.linkedin.com/company/jut-inc-', 'SlideRocket': 'https://www.linkedin.com/company/sliderocket', 'mLab': 'https://www.linkedin.com/company/m_lab', 'Loopt': 'https://www.linkedin.com/company/loopt', 'VSee': 'https://www.linkedin.com/company/vsee'}",94107,San Francisco,True,United States,CA,37.7618242,-122.3985871,Computer Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Skinkers Raises $16 Million Series B,https://techcrunch.com/2007/10/29/skinkers-raises-16-million-series-b/,"Skinkers, the UK company that is building a P2P live TV platform with Microsoft, has taken $16 million Series B in a round led by Acacia Capital Partners that included original investors Spark Venture...",10/29/2007,Series B,$16 M,Skinkers,16.0,https://www.linkedin.com/company/skinkers,skinkers,Skinkers,"B2B, B2C, B2E, applications, mobile, cross platform, Adobe AIR, iPhone, Android, BlackBerry, Windows, Mac",Computer Software,http://www.skinkers.com/,"28-30 Kirby Street London, EC1N 8TE United Kingdom",Nov-50,"Since 2000, Skinkers has pioneered the use of the desktop as an alternative message delivery channel, producing applications for some of the worldâ??s biggest and best-known organisations and brands such as the BBC, American Airlines, UPS, Virgin Atlantic and Microsoft.

In 2006, we started the development of the Live Notification Platform, a solution which would allow businesses to communicate on a one-to-one or one-to-many basis with their audience (B2E, B2B and B2C) across multiple devices including the desktop, smartphone, email and SMS.

This has since been deployed and used by the likes of Lloyds TSB, Aviva, Acer, Capital One and MBNA Bank of America.

In early 2009, Skinkers reignited the technical agency side of our business, working on a variety bespoke development projects and specialising in development of cross platform, cross device applications.

Our extensive experience in the development, promotion and use of web and mobile technologies allows us to help you develop an application strategy that underpins your business and can bring consistency and a single view of your organisation and products across multiple devices, from computers to smartphones to large screen displays.

In addition Skinkers can undertake complex server and cloud integration projects for mobile, web and desktop apps all of which can be hosted at one of our secure centres.",2000.0,"{'Konetic': 'https://www.linkedin.com/company/konetic', 'SkyDox': 'https://www.linkedin.com/company/skydox', 'Teamgate': 'https://www.linkedin.com/company/team-gate', 'Noetica': 'https://www.linkedin.com/company/noetica', 'RTW Hosting': 'https://www.linkedin.com/company/rtw-hosting', 'Synnapps': 'https://www.linkedin.com/company/synnapps-ltd'}",not found,,False,United Kingdom,,,,Computer Software,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,6
Boomerang Commerce Raises $12M Series B Round For Its Price Optimization Platform,https://techcrunch.com/2016/01/14/boomerang-commerce-raises-12m-series-b-round-for-its-price-optimization-platform/,Disrupt Battlefield alumÂ (and finalist) Boomerang Commerce today announced that it has raised a $12 million Series B round led by Shasta Ventures. Previous investors Madrona Venture Group and Trinity ...,1/14/2016,Series B,$12 M,Boomerang Commerce,12.0,https://www.linkedin.com/company/boomerang-commerce,boomerang commerce,Boomerang Commerce,"Price Intelligence, Retail, SaaS, Assortment Optimization, Pricing, Dynamic Pricing, Dynamic Pricing Platform, Price Optimization, Retailers, Merchandising",Internet,http://www.boomerangcommerce.com,"1987 Leghorn St. #100 Mountain View, CA 94043 United States",51-200,"Boomerang Commerce is one of the fastest growing Enterprise SaaS Companies. Led by veterans from Amazon, Adobe and McKinsey, Boomerang is on a mission to transform the $23 Trillion retail industry through machine learning, big data and guided merchandising for retail. Our customers (including 10 of the top 30 retailers in the US) are driving billions of dollars and pricing decisions through our software. Our SaaS-based, machine learning platform optimizes pricing, inventory, and assortment through configurable rules, strategies and advanced algorithms. Hiring the best and grooming them is the top most value that we stand for. We are widely covered in top tier media like Bloomberg, TIME Magazine, Wall Street Journal, Forbes, and Analysts such as Gartner (""Cool Vendor""â??) and Forrester (""Surviver Phase Technology""â??). For more info, go to http://www.boomerangcommerce.com/resources.

Here is what our employees are saying about working at Boomerang Commerce.
https://www.youtube.com/watch?v=jtrJ9qMEYQU",2012.0,"{'Boomerang': 'https://www.linkedin.com/company/boomerang_2', 'BloomReach': 'https://www.linkedin.com/company/bloomreach', 'Instart Logic': 'https://www.linkedin.com/company/instart-logic', 'Baydin (Boomerang)': 'https://www.linkedin.com/company/baydin', 'CrowdFlower Inc.': 'https://www.linkedin.com/company/crowdflower'}",94043,Mountain View,True,United States,CA,37.428434,-122.07238159999999,Internet,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
Skyfire Raises $13 million in Series B Funding,https://techcrunch.com/2008/05/28/skyfire-raises-13-million-in-series-b-funding/,"Skyfire Labs Inc., makers of the ""game-changing"" Skyfire mobile browser, announced today that they have raised $13 million in Series B funding. This round of funding is led by Lightspeed Venture Partn...",5/28/2008,Series B,$13 M,Skyfire,13.0,https://www.linkedin.com/company/skyfire,skyfire,Skyfire (an Opera Software company),"mobile video optimization, video optimization, OTT video optimization, mobile video QoE, video QoE measurement, NFV, mobile data analytics",Telecommunications,http://www.operasoftware.com/operator,"150 S. Matilda Ave, Suite 200 Sunnyvale, CA 94086 United States",51-200,"Skyfire is now the Network Solutions division of Opera Software, and was acquired by Opera in 2013. We're dedicated to leveraging the power of cloud computing to radically improve the mobile Internet experience for both operators and their consumers.Â 

Our core solutions for mobile operators are now part of Opera Software's portfolio of operator-focused network management and monetization solutions.",2007.0,"{'Opera Software AS': 'https://www.linkedin.com/company/opera-software', 'Cisco': 'https://www.linkedin.com/company/cisco', 'ItsOn, Inc.': 'https://www.linkedin.com/company/itson-mobile', 'CREDO Mobile': 'https://www.linkedin.com/company/credo-mobile', 'Skyhigh Networks': 'https://www.linkedin.com/company/skyhigh-networks', 'Glodon Software Company Limited.': 'https://www.linkedin.com/company/glodon-software-company-limited-'}",94086,Sunnyvale,True,United States,CA,37.371859,-122.02123370000001,Infrastructure,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"Bigcommerce Raises $50M Series D From SoftBank, Telstra, And American Express",https://techcrunch.com/2014/11/19/bigcommerce-raises-50m-series-d-from-softbank-telstra-and-american-express/,"E-commerce platform Bigcommerce announced today that it has raised $50 million in Series D funding, led by SoftBank Capital, with participation from Telstra Ventures, American Express, and returning i...",11/19/2014,Series D,$50 M,Bigcommerce,50.0,https://www.linkedin.com/company/bigcommerce,bigcommerce,BigCommerce,"E-Commerce Software, Shopping Cart Software, Hosted Ecommerce Solution, Internet Marketing",Computer Software,http://www.bigcommerce.com,"11305 Four Points Drive Building 2, 3rd Floor Austin, Texas 78726 United States",201-500,"BigCommerce is a robust, flexible ecommerce platform that provides established and emerging brands with everything they need to launch, promote, manage and scale a successful online store. BigCommerce merchants earn more than retailers on competitive ecommerce solutions thanks to advanced features, better site performance and streamlined business processes. Founded in 2009, the company has received more than $100 million in funding from SoftBank Capital, American Express, Telstra Ventures, General Catalyst, Revolution Growth and FLOODGATE. Bigcommerce supports thousands of retailers around the world from its offices in San Francisco, Austin and Sydney. For more information, visit BigCommerce.com.",2009.0,"{'Shopify': 'https://www.linkedin.com/company/shopify', 'Magento Commerce': 'https://www.linkedin.com/company/magento', 'Bazaarvoice': 'https://www.linkedin.com/company/bazaarvoice', 'Shopify Plus': 'https://www.linkedin.com/company/shopify-plus', 'Spredfast': 'https://www.linkedin.com/company/spredfast', 'HomeAway.com': 'https://www.linkedin.com/company/homeaway'}",78726,Austin,True,United States,TX,30.41906160000001,-97.8395151,Computer Software,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Real-time performance review platform Reflektive raises $25M Series B round,https://techcrunch.com/2017/01/26/real-time-performance-review-platform-reflektive-raises-25m-series-b-round/,"Now that the holidays are over,Â many companiesÂ are about to make their employees go through the most dreadful exercise of the year: the annual performance review. ReflektiveÂ aims to replace the typica...",1/26/2017,Series B,$25 M,Reflektive,25.0,https://www.linkedin.com/company/reflektive,reflektive,Reflektive,"Real-Time Feedback, Recognition, Performance Management, 360 Review, Engagement, Engagement Analytics, Human Resources",Human Resources,https://www.reflektive.com/,"123 Townsend St. Suite 300 San Francisco, CA 94107 United States",51-200,"Reflektive, the performance management platform, is an innovative, employee-centric suite dedicated to talent development and employee success. Based on the principle â??Invest in your employees and they will invest in you,â?? the Reflektive suite features integrated performance touchpoints including Real-Time Recognition and Feedback (Gmail, Outlook, and Apple Mail plug-in), Agile Goal Management, Performance Reviews, and Coaching Check-Ins. Reflektive is loved by employees, HR teams and executives alike, with over 300 customers worldwide including Comcast, MEC (a WPP Company), Pinterest, Instacart, TED, University of California, and Nutanix. Founded in 2014 and based in San Francisco, Calif., Reflektive has raised $42M from Lightspeed Venture Partners and Andreessen Horowitz. For more information, visit www.reflektive.com.

We are hiring: https://jobs.lever.co/reflektive.com | recruiting@reflektive.com",2014.0,"{'BetterWorks': 'https://www.linkedin.com/company/betterworks', 'Glint Inc.': 'https://www.linkedin.com/company/glint-inc-', 'Impraise': 'https://www.linkedin.com/company/impraise', 'Zugata': 'https://www.linkedin.com/company/zugata', 'Reflective': 'https://www.linkedin.com/company/reflective', 'Slack': 'https://www.linkedin.com/company/tiny-speck-inc'}",94107,San Francisco,True,United States,CA,37.7618242,-122.3985871,Human Resources,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DevOps Automation Service Chef Raises $40M Series E Round Led By DFJ Growth,https://techcrunch.com/2015/09/09/devops-automation-service-chef-raises-40m-series-e-round-led-by-dfj-growth/,"The Seattle-based DevOps and IT automation service Chef today announced that it has raised a $40 million Series E round led by DFJ Growth, DFJ's fund for investing in $10 million+ rounds. One partÂ of ...",9/9/2015,Series E,$40 M,Chef,40.0,https://www.linkedin.com/company/chef-software,chef software,Chef Software,"infrastructure, automation, cloud computing, chef, devops, webops, configuration management, it management. cloud computing",Information Technology and Services,http://www.chef.io/,"619 Western Ave Suite 400 Seattle, WA 98104 United States",201-500,"We are Chef. We are IT automation for speed and awesomeness. We give you a model for automating IT infrastructure and applications that drive self-reliance across your development and operations teams. We are the Chef Community. We are tens of thousands strong. We are helping your businesses become faster, safer and more flexible, so you win in today's 24x7 digital economy. Join our movement today.

Chef is proud to be one of Seattle Business Magazine's ""100 Best Companies to Work For in Washington.""â??

The company is privately held and headquartered in Seattleâ??s historic Pioneer Square neighborhood.",2008.0,"{'Puppet': 'https://www.linkedin.com/company/puppet', 'Docker, Inc': 'https://www.linkedin.com/company/docker', 'GitHub': 'https://www.linkedin.com/company/github', 'Chef': 'https://www.linkedin.com/company/chef', 'Slack': 'https://www.linkedin.com/company/tiny-speck-inc', 'Ansible by Red Hat': 'https://www.linkedin.com/company/ansible'}",98104,Seattle,True,United States,WA,47.6015566,-122.33233510000001,Information Technology and Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Walker & Company Brands Raises $24M Series B, Inks Bevel Deal With Target",https://techcrunch.com/2015/09/28/walker-company-brands-raises-24m-series-b-inks-bevel-deal-with-target/,"Building a lifestyle brand is nothing like building, say, an app. Higher degree of difficulty for sure. That's not stopping Tristan Walker, though. Today, his company Walker & Company Brands has annou...",9/28/2015,Series B,$24 M,Brands,24.0,https://www.linkedin.com/company/hillshire-brands,hillshire brands,Hillshire Brands,"Brand Building, Convenient Food, Innovation",Food Production,http://www.tysonfoods.com,"400 S. Jefferson Street Chicago, IL 60607 United States","5001-10,000","The Hillshire Brands Company has merged with Tyson Foods. To learn more, visit Tyson's website at www.tysonfoods.com. 

Hillshire Brandsâ?? portfolio includes iconic brands such as Jimmy Dean, Ball Park, Hillshire Farm, State Fair, Van's, Sara Lee frozen bakery and Chef Pierre pies, as well as artisanal brands Aidells, Gallo Salame and Golden Island Jerky.

We are based in Chicago, Ill., at 400 S. Jefferson Street. 

 
An Equal Opportunity / Affirmative Action Employer",1939.0,"{'Tyson Foods': 'https://www.linkedin.com/company/tyson-foods', 'Conagra Brands': 'https://www.linkedin.com/company/conagra-brands', 'MondelÄ?z International': 'https://www.linkedin.com/company/mondelezinternational', 'Cargill': 'https://www.linkedin.com/company/cargill', 'PepsiCo': 'https://www.linkedin.com/company/pepsico', 'NestlÃ©': 'https://www.linkedin.com/company/nestle-s-a-'}",60607,Chicago,True,United States,IL,41.8733696,-87.65071400000002,Food Business,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Audio-Beacon Startup LISNR Raises $10 Million Series B Round Led By Intel Capital,https://techcrunch.com/2015/11/03/audio-beacon-startup-lisnr-raises-10-million-series-b-round-led-by-intel-capital/,"Smart tone startup LISNR just raised a $10 million series B round led by Intel Capital to further advance the product as ""a true protocol to connect devices across a number of different verticals,"" LI...",11/3/2015,Series B,$10 M,LISNR,10.0,https://www.linkedin.com/company/lisnr,lisnr,LISNR,"Mobile Content Delivery, Internet of Things, Proximity Technology, Automotive Connectivity, Internet of Sound, Digital Signage, Security, Data Over Audio, Broadcast, Data Transfer IOT, Industrial IOT, Networking Technologies, Telecommunications, Financial Services",Information Technology and Services,http://www.lisnr.com,"920 Race Street 4th Floor Cincinnati, Ohio 45202 United States",Nov-50,"LISNR is an ultrasonic inaudible technology; a communication protocol that sends data over audio. We use ultrasonic audio called Smart Tonesâ?¢ to transmit information.

LISNR transmits customizable packets of data every second that enable proximity data transmission, second-screen functionality, authentication and device to device connectivity on any LISNR-enabled device.

Follow us on Twitter - @lisnr
Follow us on Facebook - /getlisnr",2012.0,"{'Casamatic': 'https://www.linkedin.com/company/incline-labs', 'Ahalogy': 'https://www.linkedin.com/company/ahalogy', 'ChoreMonster powered by FamilyTech': 'https://www.linkedin.com/company/choremonster', 'Strap': 'https://www.linkedin.com/company/strap', 'CincyTech USA': 'https://www.linkedin.com/company/cincytech-usa', 'Cintrifuse': 'https://www.linkedin.com/company/cintrifuse'}",45202,Cincinnati,True,United States,OH,39.1031971,-84.5064881,Information Technology and Services,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
Cazena Raises $20M Series B For Its Enterprise Big Data-As-A-Service Platform,https://techcrunch.com/2015/07/22/cazena-raises-20m-series-b-for-its-enterprise-big-data-as-a-service-platform/,"Cazena, a new platformÂ that wants to make it easier for enterprises to process their data, today announced that it has raised a $20 million Series B round led by Formation 8. Other participants includ...",7/22/2015,Series B,$20 M,Cazena,20.0,https://www.linkedin.com/company/cazena,cazena,Cazena,"Microsoft Azure, AWS, Big Data Platform as a Service, Cloudera Spark and Hadoop, R on Spark, AWS Redshift, Greenplum in the Cloud",Computer Software,http://www.cazena.com,"1601 Trapelo Rd, Waltham, MA 02451",51-200,"Cazenaâ??s mission is to radically simplify data processing in the cloud Cazena offers a fully-managed, big data platform as a service with solutions for data science, data lakes and data warehousing.  Now it's simple, secure and cost-effective for enterprises to migrate and run data processing on Microsoft Azure and AWS.Â  

The platform is powered by best of breed software, making Cazena the fastest way to get production-grade deployments of Cloudera Spark, Hadoop, RStudio Server, AWS Redshift, Greenplum or others. This model means that enterprise cloud deployments take less than 4 weeks, saving time and expense over DIY or long projects.  Cazena's platform adds intelligence, security and automation to the cloud, so you can be productive in a few clicks. 

 Cazena was founded by industry veterans that led the popular Netezza data warehousing appliance. The company is funded by leading innovation-focused VCs, including Andreessen Horowitz, North Bridge Venture Partners and Formation 8. Cazena was recognized early on by analyst firm Gartner as a â??Cool Vendor, DBMSâ?? and has Fortune 500 customers across industries. Learn more at Cazena.com. ",2014.0,"{'Confluent': 'https://www.linkedin.com/company/confluent', 'Arcadia Data': 'https://www.linkedin.com/company/arcadia-data-inc-', 'Interana': 'https://www.linkedin.com/company/interana', 'AtScale | Make BI Work on Big Data': 'https://www.linkedin.com/company/atscale-inc-', 'DataHero': 'https://www.linkedin.com/company/datahero', 'Databricks': 'https://www.linkedin.com/company/databricks'}",02451,Waltham,True,United States,MA,42.3971065,-71.25989969999998,Computer Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,4
LimeBike raises $12 million to roll out bike sharing without kiosks in the US,https://techcrunch.com/2017/03/15/limebike-raises-12-million-to-roll-out-bike-sharing-without-kiosks-in-the-us/,"A startup called LimeBike has raised $12 million in venture funding to make Chinese-style bike sharing mainstream in the U.S. Andreessen Horowitz led the round, joined by IDG Ventures, DCM Ventures an...",3/15/2017,,$12 M,LimeBike,12.0,https://www.linkedin.com/company/limebike,limebike,LimeBike,"Urban Planning, Mobile Application, Transportation, Sharing Economy",Information Technology and Services,http://limebike.com,"66 Bovet Rd Suite 320, San Mateo, CA 94402",Nov-50,"LimeBike aims to revolutionize mobility in cities and campuses by empowering residents with cleaner, more efficient, and affordable transportation options that improve urban sustainability.   By systematically deploying thousands of smart-bikes, enabled with GPS, wireless technology, and self-locks, we will dramatically improve urban mobility by making the first and last mile faster, cheaper, and healthier.  We are based in San Mateo, CA.",2017.0,"{'Spin Inc.': 'https://www.linkedin.com/company/spin.', 'bluegogo Inc': 'https://www.linkedin.com/company/bluegogo-inc', 'Mobike æ?©æ??å??è½¦': 'https://www.linkedin.com/company/mobike', 'ofo': 'https://www.linkedin.com/company/ofo-%E5%85%B1%E4%BA%AB%E5%8D%95%E8%BD%A6', 'Connect (connect.com)': 'https://www.linkedin.com/company/connect-com', 'Connex Intl': 'https://www.linkedin.com/company/connex-international_2'}",94402,San Mateo,True,United States,CA,37.5245965,-122.3390936,Information Technology and Services,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Blippar augmented reality search engine raises $54 million Series D,https://techcrunch.com/2016/03/02/blippar-augmented-reality-search-engine-raises-54-million-series-d/,"Blippar, the AR company that lets you see extra, rich content by simply pointing your phone at an object, has today announced the close of a $54 million Series D funding round. The round was led by Kh...",3/2/2016,Series D,$54 M,Blippar augmented reality search engine,54.0,https://www.linkedin.com/company/blippar,blippar,Blippar,"Technology, Marketing, Advertising, Media, Augmented Reality, Computer Vision, Artificial Intelligence, Facial Recognition, EdTech",Marketing and Advertising,http://www.blippar.com,"5th Floor West 1 London Bridge London, SE1 9BG United Kingdom",201-500,"Blippar is a leading technology company specializing in augmented reality,Â artificial intelligence and computer vision. Its flagship product, Blippar app, is the worldâ??s first augmented reality browser,Â harnessing augmented reality and artificial intelligence to bring the physical world to life through smartphones. Blipparâ??s vision is to give you more from the world you see â?? more entertainment, information, more value.

Once the free Blippar app is downloaded, people canÂ blipp (""scan""â??) objects theyâ??re curious about to unlock useful and entertaining content.Â  

Since launching in the UK in 2011, Blippar has expanded rapidly with offices in the UK, US, India and Singapore. Blippar has worked with some of the biggest and most exciting brands and media owners in the world, including CondÃ© Nast, Unilever, Procter & Gamble, PepsiCo, NestlÃ©, Heinz, Coca-Cola, Anheuser Busch, L'OrÃ©al, Universal Pictures and Jaguar. A strong ally for brands, Blippar provides new and exciting ways to drive deeper engagement, inspire and deepen brand conversations, and for the first time offers tangible data on ROI for real-world marketing. In June 2014,  Blippar acquired Layar, a pioneering AR company founded in the late 2000s. 

Blippar has been recognized as one of the fastest growing companies by CNN, Forbes, etc. and listed 3 years in a row on CNBC's list of most disruptive companies as well as named top Business Innovator by Bloomberg and most innovative AR company by Fast Company.


Check out our latest job openings on https://blippar.com/en/careers.

To find out more - visit www.blippar.com,  view videos at www.youtube.com/blippar and try blippar for yourself at  www.blipp.it. Follow us on Twitter (@blippar) and like us on Facebook (www.facebook.com/blippar)",2011.0,"{'Layar': 'https://www.linkedin.com/company/layar', 'Unruly': 'https://www.linkedin.com/company/unruly', 'Aurasma': 'https://www.linkedin.com/company/aurasma', 'Karmarama': 'https://www.linkedin.com/company/karmarama', 'Metaio': 'https://www.linkedin.com/company/metaio-gmbh', 'Magic Leap': 'https://www.linkedin.com/company/magic-leap-inc-'}",not found,,False,United Kingdom,,,,Marketing and Advertising,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6
Occipital Raises $13M Series B For Its Computer Vision Platform,https://techcrunch.com/2015/07/29/occipital-raises-13m-series-b-for-its-computer-vision-platform/,"OccipitalÂ made its first splash years ago with the RedLaser barcode scanning app and 360 Panorama app. Since then, however, it has moved into the 3D scanning and computer vision space and the company ...",7/29/2015,Series B,$13 M,Occipital,13.0,https://www.linkedin.com/company/occipital,occipital,Occipital,"Mobile Computer Vision, Awesomery",Computer Software,http://occipital.com/,"164 Townsend St, San Francisco, CA 94107",Nov-50,"Occipital is equal parts science lab and software startup - we develop state-of-the-art mobile computer vision applications. Occipital is venture-funded, was backed by Techstars in 2008, and is also known for developing RedLaser, a barcode-scanning application that was acquired by eBay Inc. In 2010, the company reinvented panoramas with 360 Panorama, an app which makes 360-degree image capture as simple and fast as recording a video clip. In 2013 we launched Structure Sensor, the first 3D sensor for mobile devices. Structure Sensor went on to become the 6th highest funded technology project in Kickstarter history, is now available for purchase at structure.io, and comes with a powerful SDK featuring real-time tracking and mapping on iOS.

Current: Structure Sensor and SDK (structure.io)
Past: RedLaser - Acquired by eBay Inc.

Job Opportunities: http://occipital.com/jobs

Find us:	
http://twitter.com/occipital
http://structure.io
http://occipital.com

Where we're going, we don't need roads.",2008.0,"{'occipital.io': 'https://www.linkedin.com/company/occipital-io', 'Sphero': 'https://www.linkedin.com/company/sphero', 'Oculus VR': 'https://www.linkedin.com/company/oculus-vr', 'Magic Leap': 'https://www.linkedin.com/company/magic-leap-inc-', 'Jaunt VR': 'https://www.linkedin.com/company/jaunt-vr', 'FullContact Inc.': 'https://www.linkedin.com/company/fullcontact-inc-'}",94107,San Francisco,True,United States,CA,37.7618242,-122.3985871,Computer Software,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4
Google X Alum Flux Factory Raises $29M Series B,https://techcrunch.com/2015/12/21/google-x-alum-flux-factory-raises-29m-series-b/,"One of Google X's former moonshots is raising cash as it looks to disrupt the architecture design space with its specialized collaborative data exchange service. Flux Factory, Inc. announced $29 milli...",12/21/2015,Series B,$29 M,Flux Factory,29.0,https://www.linkedin.com/company/flux_io,flux_io,Flux Data Inc,"Big Data for Building, Construction Technology, Software Platform Development, Cloud Technology, 3D visualization, AI, Machine Learning",Computer Software,http://flux.io,"1370 Harrison St San Francisco, CA 94103-4310 United States",51-200,"Flux enables predictably great building. Our cloud platform and applications activate data from digital models, spreadsheets, communications, project management software and more to dramatically improve construction.

Flux was created inside of Google X to radically lower the cost and improve the quality of building worldwide. Our investors include: GV, a16z, DFJ, Borealis Ventures, Temasek. 

Learn more at https://flux.io",2012.0,"{'Flux': 'https://www.linkedin.com/company/flux_3', 'PlanGrid': 'https://www.linkedin.com/company/plangrid', 'Flux IT': 'https://www.linkedin.com/company/fluxit', 'Fieldwire - The Construction App for the Field': 'https://www.linkedin.com/company/fieldwirelabs', 'Sidewalk Labs': 'https://www.linkedin.com/company/sidewalk-labs'}",94103,San Francisco,True,United States,CA,37.7726402,-122.4099154,Computer Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3
Docker Raises $95M Series D Round For Its Container Platform,https://techcrunch.com/2015/04/14/docker-raises-95m-series-d-round-for-its-container-platform/,"Docker, the company that kicked off the recent enthusiasm for containers two years ago, today announced that it has raised a $95 million Series D round led by Insight Venture Partners. New investors i...",4/14/2015,Series D,$95 M,Docker,95.0,https://www.linkedin.com/company/docker,docker,"Docker, Inc","Containerization, Open Source, Containers, Virtualization, System Administration, Scaling, Orchestration, developers, IT Operations, IT Ops",Information Technology and Services,http://www.docker.com,"144 Townsend Street San Francisco, California 94107 United States",201-500,"Docker is the worldâ??s leading software container platform. Developers use Docker to eliminate â??works on my machineâ?? problems when collaborating on code with co-workers. Operators use Docker to run and manage apps side-by-side in isolated containers to get better compute density. Enterprises use Docker to build agile software delivery pipelines to ship new features faster, more securely and with confidence for both Linux and Windows Server apps.",2013.0,"{'GitHub': 'https://www.linkedin.com/company/github', 'Slack': 'https://www.linkedin.com/company/tiny-speck-inc', 'Puppet': 'https://www.linkedin.com/company/puppet', 'Chef Software': 'https://www.linkedin.com/company/chef-software', 'Mesosphere, Inc.': 'https://www.linkedin.com/company/mesosphere', 'OpenStack': 'https://www.linkedin.com/company/openstack'}",94107,San Francisco,True,United States,CA,37.7618242,-122.3985871,Information Technology and Services,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Business Currency Exchange Startup Kantox Raises $11M Series B,https://techcrunch.com/2015/05/27/kantox-series-b/,"Another London-headquartered fintech startup, albeit one with a development and marketing team in Spain, has raised more capital of its own. This time it's the turn of Kantox. The currency exchange ma...",5/27/2015,Series B,$11 M,Kantox,11.0,https://www.linkedin.com/company/kantox,kantox,Kantox,"FX, Hedging, Currency, Exchange, Finance, Forex, Currency risk, FX risk, FX forwards, Export/Import",Financial Services,http://www.kantox.com,"6 Bevis Marks London, EC3A 7BA United Kingdom",51-200,"Kantox is a multinational fintech company offering FX management solutions.

We work hard every day to solve one of the major problems faced by international companies: currency management.

We believe that the financial industry, known for its opacity and lack of innovation, needs a radical change. We believe it is time to redefine the industry, adopting more transparent, efficient and fairer models. In the end, it is all about the value we bring to clients.

Our expertise, products and solutions allow our customers to manage their currency exposure, build hedging strategies, automate FX transactions and process international payments in a smart way.

Technology Fast50 Deloitte UK 2016 WINNER.

Visit www.kantox.com",2011.0,"{'Ebury': 'https://www.linkedin.com/company/ebury', 'Zopa': 'https://www.linkedin.com/company/zopa', 'WorldRemit': 'https://www.linkedin.com/company/worldremit', 'GoCardless': 'https://www.linkedin.com/company/gocardless', 'Seedrs': 'https://www.linkedin.com/company/seedrs', 'Prodigy Finance': 'https://www.linkedin.com/company/prodigy-finance'}",not found,,False,United Kingdom,,,,Financial Services,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
