https://www.linkedin.com/company/zoomdata,Zoomdata,"data Visualization, big data, mobile",Computer Software,http://www.Zoomdata.com,"11921 Freedom Dr Ste 750 Reston, VA 20190 United States",51-200,"Zoomdata, creators of the industry’s fastest visual analytics for Big Data platform, lets business users see and interact with data in all new ways. Designed mobile and touch first, its patented micro-query architecture delivers results in real-time and gives users a single plane for bridging old data and new data.

With Zoomdata you can stream process any data including Cloud, Enterprise, Hadoop/ HDFS, Social Media and Proprietary Databases and create an array of real time visualizations.  Zoomdata is a mobile, tactile product and analyzed, combined, shared and compared.  

https://www.youtube.com/watch?v=C3Myn8UrYXw",2012,"{'Trifacta': 'https://www.linkedin.com/company/trifacta', 'Databricks': 'https://www.linkedin.com/company/databricks', 'Datameer': 'https://www.linkedin.com/company/datameer', 'Sisense': 'https://www.linkedin.com/company/sisense', 'Zaloni': 'https://www.linkedin.com/company/zaloni', 'Tableau Software': 'https://www.linkedin.com/company/tableau-software'}"
https://www.linkedin.com/company/snagajob,Snagajob,"Hourly Hiring, Recruiting, Staffing, Retail, Jobs, Applicant Tracking System (ATS), HR, Talent Sourcing, SaaS, HR Technology, Foodservice, Hospitality, Workforce Management, Service Industry, Onboarding & Compliance, Employee Scheduling, Job Search",Internet,http://www.snagajob.com,"4851 Lake Brook Drive Glen Allen, VA 23060 United States",201-500,"Snagajob is America’s #1 hourly marketplace. We focus on creating instant and quality connections so workers can get jobs and employers can hire workers—in minutes. Since 2000, our mission has been to put people in right fit-positions so they can maximize their potential and live more fulfilling lives. We do this through the Snagajob marketplace of over 80 million registered workers and PeopleMatter, our end-to-end platform of talent and workforce management solutions. Our mobile sourcing, hiring, training, scheduling, and performance management tools drive results for single-location operators to Fortune 500 businesses with thousands of locations, across the restaurant, retail, hospitality and healthcare industries. With 5 offices in VA, SC, GA and CA, Snagajob has been named to Fortune Magazine’s Great Place to Work® Best Small & Medium Workplaces eight times, as well as being recognized from Washingtonian Magazine as a 2015 Great Place to Work.",1999,"{'PeopleMatter': 'https://www.linkedin.com/company/peoplematter', 'Indeed.com': 'https://www.linkedin.com/company/indeed-com', 'Simply Hired': 'https://www.linkedin.com/company/simply-hired', 'Blackbaud': 'https://www.linkedin.com/company/blackbaud', 'Amazon': 'https://www.linkedin.com/company/amazon', 'CareerBuilder': 'https://www.linkedin.com/company/careerbuildercom'}"
https://www.linkedin.com/company/zetainteractive,Zeta Global,"CRM, Email Marketing, Display Advertising, Cross-Channel Marketing, Social Media Marketing, Data Management, Email Service Provider, Analytics, Data Warehousing, Transactional Email, Database Services",Marketing and Advertising,http://www.zetaglobal.com,"185 Madison Avenue 5th Floor New York, NY 10016 United States",1001-5000,"Zeta Global is a data-driven technology company that acquires and retains customers through the power of people-based, precision marketing. We create optimized customer experiences by leveraging data science, strategy, analytics, and award-winning creative to create a perpetual dialogue between brands and their customers, throughout the day, every day. Founded by David A. Steinberg and John Sculley (former CEO of Apple Computer and Pepsi-Cola) in 2007, we're a data-driven marketing technology pioneer. Our SaaS-based Zeta hub helps 500+ Fortune 1000 and Middle Market brands acquire, retain and grow customer relationships through actionable data, advanced analytics, and machine learning. Operating in four continents with over 1,300 employees, we're headquartered in New York City, with Centers of Excellence in Silicon Valley, Boston, London, and Hyderabad, India, and 25 additional offices around the globe.",2007,"{'Zeta India': 'https://www.linkedin.com/company/zeta.in', 'Zeta': 'https://www.linkedin.com/company/zeta-holdings', 'Epsilon': 'https://www.linkedin.com/company/epsilon', 'Grisaille AdTech Solutions Private Limited ( Zeta Global Technology Excellence Center )': 'https://www.linkedin.com/company/grisaille-adtech-solutions', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Directi': 'https://www.linkedin.com/company/directi'}"
https://www.linkedin.com/company/avenida,Avenida,"Performance Monitoring, Performance Optimization, Performance Analysis, Application Performance, Infrastructure Management, IT Service Management, Workflow Automation, Incident Management, Problem Management, Capacity Management, Vendor Management",Information Technology and Services,http://www.avenida.dk,"Lyngbyvej 2 Copenhagen Ø, 2100 Denmark",Nov-50,"Avenida, we increase certainty

Our mission is to analyse and predict the behavior of complex IT systems, hence making them more predictable, leading to increased certainty for our customers that their business systems will perform and deliver as expected.

We share the fundamental belief that investing up-front in truly understanding how IT systems ""live and breathe"" will pay off many times later when problems arrive. Simply shortening the time a business system is down, and reducing the derived loss of revenue, never fails to document as a good business case for any large company.

Our extensive hands-on knowledge, our dedicated state-of-the-art monitoring tools, and the fact that large enterprise IT systems grow increasingly more complex every day, make for a strong value proposition for any large corporation.",2007,"{'Grupo Avenida (Lojas Avenida e Giovanna Calçados)': 'https://www.linkedin.com/company/grupo-avenida-lojas-avenida-e-giovanna-cal%C3%A7ados-', 'Avenida.com': 'https://www.linkedin.com/company/avenida-com', '3C Consult': 'https://www.linkedin.com/company/3c-consult', 'Molamil': 'https://www.linkedin.com/company/molamil', 'Lojas Avenida Ltda': 'https://www.linkedin.com/company/lojas-avenida-ltda', 'Timengo': 'https://www.linkedin.com/company/timengo'}"
https://www.linkedin.com/company/madison-reed,Madison Reed,"Hair Color, Hair Care, Color to You, Hair Service, Healthier products, Wellness, Better for you",Cosmetics,http://madison-reed.com,"430 Shotwell Street San Francisco, CA 94110 United States",51-200,"Founded in 2013, we started Madison Reed with a simple mission: To make luxurious, at-home hair color with ingredients you can feel good about.

At the forefront of innovation, we created the first ever smart 6-Free permanent hair color: Free of ammonia, parabens, resorcinol, PPD, phthalates and gluten. And we added hair-loving nutrients including keratin, argan oil, and ginseng root extract to protect and pamper hair.

Madison Reed is revolutionizing the $50 billion hair care industry by making personal care more personal and by offering best-in-class products formulated under strict standards that truly raise the bar. Our deep commitment to the “client” experience paired with our dedication to technology and product innovation has fostered an extremely dedicated, consistently-growing fan base.

We are a company built on integrity, innovation, responsibility and love. Headquartered in San Francisco’s colorful Mission neighborhood, our team is over 60+ strong. We are backed by leading investors such as: Norwest Partners, True Ventures, Comcast Ventures and Maveron.",2013,"{'Memebox Corporation': 'https://www.linkedin.com/company/memebox-corp-', 'StyleSeat': 'https://www.linkedin.com/company/styleseat', 'Benefit Cosmetics': 'https://www.linkedin.com/company/benefit-cosmetics', 'NatureBox': 'https://www.linkedin.com/company/naturebox', 'Cora.': 'https://www.linkedin.com/company/cora-women', 'Milk Makeup': 'https://www.linkedin.com/company/milk-makeup'}"
https://www.linkedin.com/company/pubnub,PubNub,"Realtime, In-App Presence, 1-to-1 Messaging, Storage/Playback Service of Streams, Broadcast Messaging, Mobile Push Notifications, Realtime Traffic Visualization, Data Encryption, Access Control, Internet of Things (IoT)",Internet,https://www.pubnub.com/,,51-200,"PubNub is a secure global Data Stream Network (DSN) and easy to use API that enables our customers to connect, scale, and manage realtime applications and IoT devices. With over 70 SDKs for every platform, 250ms worldwide data transfer times, and scalability for hundreds of millions of devices, PubNub’s unique infrastructure gives you the ability to easily connect and operate world-class realtime applications and IoT devices. PubNub is headquartered in San Francisco. 

PubNub now supports over 2000 customers globally, touching over 330 million devices per month across 15 data centers (with 1/4 second latency and 99.999% SLAs). We¹re further on pace to surpass 2 trillion message transactions as of January 2016. Customers include Lyft, Delphi, Insteon, Wink, Logitech, Plantronics, Coca-Cola, McDonalds, CBS, Yahoo and more.
 
Easy to Use: 
A simple API allows developers to build realtime apps for mobile, browser, desktop and server in minutes. 
 
Key Features: 
PubNub provides everything you need to build and scale realtime apps, including data push, presence, storage, mobile, analytics, and security.
 
Supported Everywhere: 
PubNub provides over 70 SDKs for embedded, desktop, browser and server environments including: iOS, Android, JavaScript, .NET, Java, Ruby, Python, PHP and many more.

Globally Scaled:
PubNub connects everyone on earth in less than ¼ of a second with 15 data centers and 99.999% uptime SLAs.

Visit https://www.pubnub.com to start a free trial today.",2010,"{'Robin (Learning Motors)': 'https://www.linkedin.com/company/learning-motors', 'GO-JEK Tech': 'https://www.linkedin.com/company/go-jek-india', 'Storm Ventures': 'https://www.linkedin.com/company/storm-ventures', 'Enlighted Inc': 'https://www.linkedin.com/company/enlighted-inc', 'Ayla Networks': 'https://www.linkedin.com/company/ayla-networks', 'Karma Science': 'https://www.linkedin.com/company/karma-science'}"
https://www.linkedin.com/company/greenhouses-direct-limited,GREENHOUSES DIRECT LIMITED,,Consumer Services,,"69 Wilbury Way Hitchin, SG4 0TY United Kingdom",10-Jan,"Quality greenhouses at discounted prices. Buy a strong Rhino greenhouse direct from our factory for the best prices. Great offers on greenhouses from Halls, Elite, Growhouse, Swallow and Palram. Greenhouses For Sale.",,"{'Greenhouses For Life': 'https://www.linkedin.com/company/greenhouses-for-life', 'Greenhouses Del Sol': 'https://www.linkedin.com/company/greenhouses-del-sol', 'Greenhouses Direct': 'https://www.linkedin.com/company/greenhouses-direct', 'Greenhouses Etc': 'https://www.linkedin.com/company/greenhouses-etc', 'Greenhouses Farm Cottages': 'https://www.linkedin.com/company/greenhouses-farm-cottages', 'Medina Creative Housing': 'https://www.linkedin.com/company/medina-creative-housing'}"
https://www.linkedin.com/company/limeroad-com,Limeroad.com,"Fashion, Online Shopping",Apparel & Fashion,http://www.limeroad.com,"4th & 5th Floor, Plot No. 48, Sector 44, Near HUDA City Center Metro Station, Gurgaon, Haryana 122001 India",201-500,"LimeRoad is a fun and exciting way to find gorgeous products, share and shop.

Come, fall in love with our extensive collection of brands and exclusive products; create your personal scrapbook of looks and ideas; and share your experiences with friends, while you shop.",2012,"{'KOOVS.COM': 'https://www.linkedin.com/company/koovs', 'Zovi.com': 'https://www.linkedin.com/company/zovi-com', 'Myntra': 'https://www.linkedin.com/company/myntra', 'Nykaa.com': 'https://www.linkedin.com/company/nykaa-com', ""VOONIK - Every Woman's Personal Stylist"": 'https://www.linkedin.com/company/voonik', 'Craftsvilla': 'https://www.linkedin.com/company/craftsvilla'}"
https://www.linkedin.com/company/pax-labs,"PAX Labs, Inc.","technology, vaporization, vaporizers, portable vaporizers",Consumer Electronics,http://www.pax.com/,"Mission San Francisco, CA United States",51-200,"PAX Labs is making smoking obsolete. Founded in 2007 by two Stanford graduates, the company is a leader in portable heat-not-burn, vaporization technology. PAX Labs has revolutionized the smoking industry by offering new, heat-non-burn experiences under the PAX and JUUL brands. With technology innovation and product design at the forefront, PAX Labs has sold over one million PAX devices (MSRP $280) in the loose leaf vaporizer category and JUUL (MSRP $50) is the number one selling U.S.-based independent e-cigarette, selling over four million JUULpods per month. Drawing on the successful business and technology design of JUUL, PAX Era, a seamless extract pod system for extracts, was introduced in September 2016. Headquartered in San Francisco and backed by leading investors like Fidelity Investment and Tao Capital, PAX Labs is disrupting one of the world’s largest and oldest industries.",2007,"{'JUUL Labs': 'https://www.linkedin.com/company/juul-labs', 'Eaze': 'https://www.linkedin.com/company/eaze-up', 'Pax': 'https://www.linkedin.com/company/pax_2', 'Neato Robotics': 'https://www.linkedin.com/company/neato-robotics', 'Weedmaps': 'https://www.linkedin.com/company/weedmaps', 'Leafly': 'https://www.linkedin.com/company/leafly'}"
https://www.linkedin.com/company/the-drone-racing-league,The Drone Racing League,"Drones, Sports media, Sporting events",Sports,http://www.drl.io,"Flatiron New York, NY 10001 United States",Nov-50,"The Drone Racing League (DRL) is premier global drone-racing series. A technology, sports and media company, DRL combines world-class media and proprietary technology to create thrilling drone racing content with mass appeal. In 2017 DRL is hosting a global series of six races, titled the Allianz World Championship, to be broadcast on ESPN, Sky Sports, OSN, Prosieben and other leading broadcast channels around the world. 

DRL is a privately held company headquartered in NYC. 

Drone racing is a futuristic, high speed sport where quadcopter drones fly the most insane three dimensional courses ever imagined. Pilots control the drones via remote controls, wearing FPV (first person view) goggles to steer from the drone’s point of view. The drones race at more than 80 mph and can fly inches off the ground to several hundred feet in the air, depending on the course.",2015,"{'Drone Racing Club': 'https://www.linkedin.com/company/drone-racing-club', 'International Drone Racing Association': 'https://www.linkedin.com/company/international-drone-racing-association', 'Drone Labs, LLC': 'https://www.linkedin.com/company/drone-labs-llc', 'Drone Adventures': 'https://www.linkedin.com/company/drone-adventures', 'RotorSports.com': 'https://www.linkedin.com/company/rotorsports.com', 'Drone Systems': 'https://www.linkedin.com/company/drone-systems'}"
https://www.linkedin.com/company/seatwave,Ticketmaster - Seatwave,"E-commerce, Tickets",Entertainment,http://www.seatwave.com,"4 Pentonville Road London, London N1 9HF United Kingdom",Nov-50,"Ticketmaster, a proud division of Live Nation Entertainment, is the world's leading live event ticketing company selling over 465 million tickets each year and supporting more than 12,500 clients in 22 countries worldwide.  At Ticketmaster, we power the people who create culture through live events, connecting more passionate fans to those experiences than anyone else.  We are innovators that embrace change and work hard to help others succeed.  We believe in open communication and stress accountability, because fans and clients count on us every day.  We strive for ease of use for our clients and fans while seeking out those who have a bias for action versus a desire for directives.    

Live Nation Entertainment (NYSE: LYV) is the world’s leading live entertainment company comprised of global market leaders Ticketmaster, Live Nation and House of Blues Concerts, LN Media and Artist Nation Management.

Apply online at lnejobs.com to join the Ticketmaster team today!",2006,"{'Ticketmaster': 'https://www.linkedin.com/company/ticketmaster', 'viagogo': 'https://www.linkedin.com/company/viagogo', 'See Tickets': 'https://www.linkedin.com/company/see-tickets', 'Live Nation Entertainment': 'https://www.linkedin.com/company/live-nation', 'Ticketmaster - GET ME IN!': 'https://www.linkedin.com/company/get-me-in-', 'TicketWeb': 'https://www.linkedin.com/company/ticketweb'}"
https://www.linkedin.com/company/quiqup,Quiqup,"On-demand logistics, Technology & Innovation, B2C, B2B, Retail, E-commerce, API, Consumer App, Business services",Logistics and Supply Chain,http://www.quiqup.com,"Unit 2.0, 8 Scrubs Lane London, United Kingdom NW10 6RB United Kingdom",51-200,"Quiqup is a London-based company that offers on-demand, last-mile logistics services and solutions.

Our consumer services allow people to get anything picked up on-demand through our mobile and Web app. From groceries to fashion, electronics to homeware and fine dining, our fleet of Quiqees shop on behalf of our customers, at a tap of a button.

Our business services provide retailers with tech and logistics solutions to operate an on-demand fulfilment service for their customers. We aim to empower all retailers by helping them extend their multi-channel proposition to meet consumers’ ever-evolving need for instant gratification.

Founded in 2014, we’ve completed over half a million pickups, working with exciting brands as well as  high-street retailers. With the vision to disrupt the world of commerce and revolutionise the way goods are moved around the city.                           
",2014,"{'Stuart': 'https://www.linkedin.com/company/stuart-sas', 'Jinn': 'https://www.linkedin.com/company/ridee', 'Deliveroo': 'https://www.linkedin.com/company/deliveroo', 'Quickup': 'https://www.linkedin.com/company/quickup', 'Henchman': 'https://www.linkedin.com/company/henchman', 'QUIQUP LIMITED': 'https://www.linkedin.com/company/quiqup-limited'}"
https://www.linkedin.com/company/instart-logic,Instart Logic,"Software-defined Application Delivery, Content Delivery Network Replacement, HTML and Image Streaming, CDN, Web Application Streaming, Cloud Application Delivery Service",Computer Software,http://www.instartlogic.com,"450 Lambert Ave Palo alto, CA 94306 United States",51-200,"
Instart Logic provides a disruptive and completely new way to accelerate web and mobile performance. The powerful platform provides unprecedented degrees of performance, security, and control. Using Instart Logic, enterprises can provide ultra-fast, visually immersive and secure experiences on any device to maximize revenue, deliver superior customer experiences, and gain competitive advantage.",2010,"{'SnapLogic': 'https://www.linkedin.com/company/snaplogic', 'Cloudflare, Inc.': 'https://www.linkedin.com/company/cloudflare-inc-', 'Boomerang Commerce': 'https://www.linkedin.com/company/boomerang-commerce', 'Illumio': 'https://www.linkedin.com/company/illumio', 'Mesosphere, Inc.': 'https://www.linkedin.com/company/mesosphere', 'Trifacta': 'https://www.linkedin.com/company/trifacta'}"
https://www.linkedin.com/company/cloudphysics,CloudPhysics,"Virtualization Management, Operational Analytics for VMware, Cloud-based SaaS IT Operations Management, IT Analytics for Virtualized Environments, Infrastructure Performance Management, Business Analytics for IT",Computer Software,http://www.cloudphysics.com,,Nov-50,"CloudPhysics is one of the market's fastest growing channel intelligence platforms, designed to enable data-driven collaborations. Our platform ensures customers succeed in their adoption of products and services for next generation IT infrastructure. Combining an agile SaaS platform with a global partner network, CloudPhysics helps customers leverage expert resources to plan and execute public, private, and hybrid cloud migration through analytical assessments and simulations. Headquartered in Santa Clara, CA, CloudPhysics serves thousands of users worldwide across major industries and supports a growing partner network. For more information, visit https://www.cloudphysics.com or follow us on Twitter @cloudphysics.",2011,"{'Platform9 Systems': 'https://www.linkedin.com/company/platform9-systems', 'CloudGenix': 'https://www.linkedin.com/company/cloudgenix', 'ClearStory Data': 'https://www.linkedin.com/company/clearstory-data', 'CloudFabrix Software': 'https://www.linkedin.com/company/cloudfabrix-software', 'CoreOS': 'https://www.linkedin.com/company/coreos', 'Cloudera': 'https://www.linkedin.com/company/cloudera'}"
https://www.linkedin.com/company/sentinelone,SentinelOne,"next-generation endpoint protection, endpoint detection & response, threat and malware prevention, exploit prevention, cybersecurity, threat intelligence, antivirus, endpoint security, cyberthreats",Computer & Network Security,http://www.sentinelone.com,"2513 E. Charleston Rd Palo Alto, California 94043 United States",201-500,"SentinelOne was founded in 2013 by a group of cybersecurity experts who developed a fundamentally new, groundbreaking approach to endpoint protection. Static, signature-based solutions are no match for today’s advanced cyber threats, and the lack of integration with incident response tools leaves a gap between detection and remediation during which organizations are still highly vulnerable.

SentinelOne unifies endpoint threat prevention, detection and response in a single platform driven by sophisticated machine learning and intelligent automation. With SentinelOne, organizations can detect malicious behavior across multiple vectors, rapidly eliminate threats with fully-automated, integrated response capabilities, and adapt their defenses against the most advanced cyber attacks. 

If you’d like to learn how organizations big and small are replacing legacy antivirus solutions with next-generation endpoint protection please follow us on LinkedIn and Twitter, or visit our website at www.sentinelone.com.",2013,"{'Sentinel One Security': 'https://www.linkedin.com/company/sentinel-one-security', 'Cylance Inc.': 'https://www.linkedin.com/company/cylanceinc', 'Skybox Security': 'https://www.linkedin.com/company/skybox-security', 'CrowdStrike': 'https://www.linkedin.com/company/crowdstrike', 'Carbon Black, Inc.': 'https://www.linkedin.com/company/carbon-black-inc', 'Cybereason': 'https://www.linkedin.com/company/cybereason'}"
https://www.linkedin.com/company/orderbird-ag,orderbird AG,"POS, Gastronomie, Kassensysteme, Unternehmenskultur, android, iOS, Platform",Information Technology and Services,http://www.orderbird.com,"Ritterstraße 12-14 Berlin, 10969 Germany",51-200,"orderbird is the provider of the award-winning iPad POS system for restaurants. The orderbird AG was founded in 2011 by Jakob Schreyer, Bastian Schmidtke, Artur Hasselbach and Patrick Brienen with the aim of offering a POS solution, which is not only affordable and intuitive, but adapts to the needs of the modern restaurant business. 120+ employees are currently based at this fast growing company located in Berlin. With more than 43,000 downloads in Apple’s App Store and more than 6,500 customers - restaurants, cafes, bars, clubs, ice cream shops and beer gardens - in Germany, Austria and Switzerland, orderbird is regarded among the best POS applications in the restaurant business.

The orderbird AG was founded in March 2011 with the aim of adapting traditional billing software to the needs of the modern restaurant business. All the relevant POS processes has been integrated into the orderbird software, which has made it both easy and attractive to use on Apple’s handheld devices.

It was through Bastian Schmidtke's previous work with classic POS systems and a preference for Apple products, that he got inspired to create a modern POS solution for the iPad - thus the idea for what would later become orderbird was a reality.

Then in 2010 during the reopening of the famous P1 Club in Munich the club requested the three founders to come up with a modern POS solution. Bastian Schmidtke, Jakob Schreyer, Artur Hasselbach and Patrick Brienen then decided to form the orderbird platform - an extensive and open POS-system for the restaurant business - based on the original idea of Bastian. By the end of 2011 orderbird had won two renowned founder competitions and shortly after also awards from DEHOGA, INTERNORGA, the Initiative Mittelstand, the Financial Times and the Hasso Plattner Institute.",2011,"{'GASTROFIX GmbH': 'https://www.linkedin.com/company/gastrofix', 'OptioPay Group': 'https://www.linkedin.com/company/optiopay-gmbh', 'N26': 'https://www.linkedin.com/company/n26', 'Quandoo': 'https://www.linkedin.com/company/quandoo', 'Contentful': 'https://www.linkedin.com/company/thriventures', 'payleven': 'https://www.linkedin.com/company/payleven-global-mobile-payments'}"
https://www.linkedin.com/company/elastic-co,Elastic,"search, distributed, lucene, Big Data, data, database, software, open source, cloud, AWS, security, logging, analytics",Computer Software,http://www.elastic.co,"800 W. El Camino Real #350 Mountain View, CA 94040 United States",501-1000,"Elastic is the world's leading software provider for making structured and unstructured data usable in real time for search, logging, security, and analytics use cases. Founded in 2012 by the people behind the Elasticsearch, Kibana, Beats, and Logstash open source projects, Elastic's global community has more than 80,000 members across 45 countries. Since its initial release, Elastic's products have achieved more than 100 million cumulative downloads. 

Today thousands of organizations, including Cisco, eBay, Dell, Goldman Sachs, Groupon, HP, Microsoft, Netflix, The New York Times, Uber, Verizon, Yelp, and Wikipedia, use the Elastic Stack, X-Pack, and Elastic Cloud to power mission-critical systems that drive new revenue opportunities and massive cost savings. Elastic is backed by more than $104 million in funding from Benchmark Capital, Index Ventures, and NEA; has headquarters in Amsterdam, the Netherlands, and Mountain View, California; and has over 400 employees in more than 30 countries around the world.",2012,"{'Splunk': 'https://www.linkedin.com/company/splunk', 'ELASTICSEARCH LIMITED': 'https://www.linkedin.com/company/elasticsearch-limited', 'DataStax': 'https://www.linkedin.com/company/datastax', 'Docker, Inc': 'https://www.linkedin.com/company/docker', 'Cloudera': 'https://www.linkedin.com/company/cloudera', 'Elastic': 'https://www.linkedin.com/company/elastic_2'}"
https://www.linkedin.com/company/varsity-tutors-llc,Varsity Tutors,"Test Prep, Academic Tutoring, Online Learning, Cloud-Based Analytics",Internet,http://www.varsitytutors.com,"101 S. Hanley Rd Suite 300 St. Louis, MO 63105 United States",201-500,"Varsity Tutors operates the leading live learning platform in the United States. The company also offers mobile learning apps, an online learning environment, and other technologies oriented around connecting students with experts in real-time on mobile, web, and in-person. To date, students have accessed more than 1 million hours of live 1:1 instruction from subject matter experts. Additionally, through the company’s free online learning tools and mobile applications, Varsity Tutors has created a learning ecosystem of more than 100,000 free practice questions, answers and explanation sets across more than 150 subjects and tests that have been used more than 60 million times. 

In 2015, the company raised $57 million in venture capital from Technology Crossover Ventures, the Answers.com executive team, and singer/TV personality Adam Levine. The capital was raised to build new products, enter adjacent markets, and expand internationally.

Varsity Tutors now has offices in St. Louis, Scottsdale, Seattle, and Victoria, BC! 

For full-time positions, please visit: http://www.varsitytutors.com/careers 
For part-time contractor tutoring positions, please visit: http://www.varsitytutors.com/tutoring-jobs",2007,"{'Tutor.com': 'https://www.linkedin.com/company/tutor.com', 'Wyzant': 'https://www.linkedin.com/company/wyzant-tutoring', 'Varsity Spirit': 'https://www.linkedin.com/company/varsity-spirit', 'Varsity': 'https://www.linkedin.com/company/varsity', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Microsoft': 'https://www.linkedin.com/company/microsoft'}"
https://www.linkedin.com/company/practice-fusion,Practice Fusion,"electronic health records, health IT, EMR, EHR, ONC, EMR, HITECH, healthcare",Internet,http://www.practicefusion.com,"731 Market Street Suite 400 San Francisco, CA 94103 United States",201-500,"Practice Fusion is the largest cloud-based electronic health records (EHR) company in the U.S. with more than 112,000 monthly active medical professionals and 81 million patients. Our mission, is to connect doctors, patients and data to drive better health and save lives.

Practice Fusion provides a web-based Electronic Health Record (EHR) system to physicians. With charting, scheduling, e-prescribing, billing, lab integrations, e-referrals, tablet interface, Meaningful Use certification, unlimited support and a Personal Health Record for patients.",2005,"{'Omada Health': 'https://www.linkedin.com/company/omada-health', 'CareCloud': 'https://www.linkedin.com/company/carecloud', 'HealthTap': 'https://www.linkedin.com/company/healthtap', 'Doximity': 'https://www.linkedin.com/company/doximity', 'drchrono': 'https://www.linkedin.com/company/drchrono', 'CakeHealth': 'https://www.linkedin.com/company/cake-health'}"
https://www.linkedin.com/company/creditsesame,Credit Sesame,"Credit reporting, Credit history, Personal finance, Credit monitoring, Identity theft protection, Credit scores, Loans",Financial Services,http://CreditSesame.com,"607 West Dana St. Mountain View, CA 94041 United States",51-200,"Credit Sesame is a free online personal finance tool that provides the best way for consumers to save money on loans and credit needs. Credit Sesame provides a free monthly credit score and a complete view of your credit and debt all in one place. Our patent pending analytics engine automatically reviews all of your debt, home loans and credit, then evaluates thousands of lending products to bring you unbiased, personalized recommendations for maximum savings. Credit Sesame keeps working for you, delivering free credit and score updates and market monitoring for instant alerts and savings opportunities. Credit Sesame empowers consumers with bank level technology to manage their finances better.",2010,"{'Credit Karma': 'https://www.linkedin.com/company/credit-karma', 'NerdWallet': 'https://www.linkedin.com/company/nerdwallet', 'Credit.com': 'https://www.linkedin.com/company/credit-com', 'Creditsesame.com': 'https://www.linkedin.com/company/creditsesame-com', 'Affirm, Inc.': 'https://www.linkedin.com/company/affirm', 'SoFi': 'https://www.linkedin.com/company/sofi'}"
https://www.linkedin.com/company/edmodo,Edmodo,,Internet,http://www.edmodo.com,"1200 Park Place 4th Floor San Mateo, CA 94403 United States",51-200,"Our mission is to connect all learners to the people and resources needed to achieve their full potential. We are the world's leading global education network that provides communication, collaboration, and coaching tools for all members of the school community. We were founded in 2008 and currently have over 70 million members across 350,000+ schools in 150 countries.

The investors backing Edmodo are some of the best-recognized firms in the world, including Benchmark Capital, Greylock Ventures, Index Ventures, Union Square Ventures, Learn Capital and our Chairman is Reid Hoffman, founder of LinkedIn.

So join the team that is changing how teachers and students learn - change lives, build your career and rack up the karma.",2008,"{'ClassDojo': 'https://www.linkedin.com/company/classdojo', 'LearnSprout': 'https://www.linkedin.com/company/learnsprout', 'Schoology': 'https://www.linkedin.com/company/schoology', 'Clever Inc.': 'https://www.linkedin.com/company/clever-inc-', 'Knewton': 'https://www.linkedin.com/company/knewton', 'LearnZillion': 'https://www.linkedin.com/company/learnzillion'}"
https://www.linkedin.com/company/nexenta-systems,"Nexenta Systems, Inc.","ZFS based storage, unified storage, OpenStorage, iSCSI, data replication, VMware, Software-defined Storage, NFS, VDI",Computer Software,http://www.nexenta.com,"451 El Camino Real Suite 201 Santa Clara, CA 95050 United States",201-500,"Nexenta is the global leader in Open Source-driven Software-Defined Storage (OpenSDS). Founded in 2005 with 6,000+ customers and more than 1,700 petabytes of storage under management, our privately held company delivers 100% Software-based storage solutions, providing organizations with Total Freedom to choose an easy-to-use, secure and ultra-low cost storage solution to fit their needs.  Nexenta enables everyday apps; from the Internet of Things to Big Data; from OpenStack to Containers – and all types of Clouds – Private, Public, and Hybrid. Founded around an Open Source platform and industry-disrupting vision, Nexenta delivers its award- and patent-winning software-only unified storage management solutions 24x7 - around the globe - service and support. Nexenta has an All Love approach with its global partner network, including solution integration with top hardware partners to deliver validated and certified OpenSDS solutions to fit your business requirements.

For more information visit nexenta.com.",2005,"{'Cloudian Inc': 'https://www.linkedin.com/company/cloudian-inc', 'Panzura': 'https://www.linkedin.com/company/panzura', 'Nutanix': 'https://www.linkedin.com/company/nutanix', 'Scality': 'https://www.linkedin.com/company/scality', 'Atlantis Computing': 'https://www.linkedin.com/company/atlantis-computing', 'SwiftStack Inc.': 'https://www.linkedin.com/company/swiftstack'}"
